Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9957,Ultimate Puzzle Games: Sudoku Edition,4,2007,5,Telegames,0.11,0,0,0.01
9958,Tokyo Twilight Ghost Hunters,23,2014,4,Aksys Games,0.06,0.01,0.02,0.02
9959,Deadpool,18,2015,9,Activision,0.08,0.03,0,0.01
9960,UN Squadron,8,1991,7,Capcom,0,0,0.12,0
9961,Tecmo Super Bowl,13,1996,1,Tecmo Koei,0.06,0.04,0,0.01
9962,TMNT,17,2007,9,Ubisoft,0.1,0.01,0,0.01
9963,Dora the Explorer: Journey to the Purple Planet,19,2005,11,Global Star,0.09,0.02,0,0
9964,Lunar 2: Eternal Blue,24,1998,4,Kadokawa Shoten,0,0,0.12,0
9965,NHL Powerplay '96,13,1996,1,Virgin Interactive,0.06,0.04,0,0.01
9966,Thousand Arms,13,1998,4,Atlus,0.06,0.04,0,0.01
9967,de Blob 2,4,2011,2,THQ,0.09,0.02,0,0.01
9968,Arctic Thunder,14,2001,3,Midway Games,0.09,0.02,0,0
9969,Hyperdimension Neptunia Re;Birth 3,23,2014,9,Idea Factory International,0.07,0.01,0,0.03
9970,Barnyard,19,2006,9,THQ,0.09,0.02,0,0
9971,Stolen Song,13,1998,11,Sony Computer Entertainment,0,0,0.11,0.01
9972,Darkspore,15,2011,4,Electronic Arts,0.07,0.03,0,0.01
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,5,2013,6,Ubisoft,0.09,0.01,0,0.01
9974,Armored Core: Verdict Day,6,2013,8,From Software,0,0,0.12,0
9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,4,2008,9,Takara Tomy,0,0,0.12,0
9976,Harvey Birdman: Attorney at Law,7,2008,11,Capcom,0.06,0.04,0,0.01
9977,Wipeout 2,6,2011,6,Activision,0.11,0,0,0.01
9978,Dawn of Discovery,4,2009,8,Ubisoft,0.07,0.03,0,0.01
9979,DEATH NOTE: Kira Game,4,2007,11,Konami Digital Entertainment,0,0,0.12,0
9980,Sengoku Cyber: Fujimaru Jigokuhen,13,1995,12,Sony Computer Entertainment,0,0,0.11,0.01
9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,7,2007,6,D3Publisher,0,0,0.12,0
9982,ASH: Archaic Sealed Heat,4,2007,4,Nintendo,0,0,0.12,0
9984,Brunswick Pro Bowling,10,2011,1,Crave Entertainment,0.11,0,0,0.01
9985,Fantastic Four: Rise of the Silver Surfer,5,2007,9,Take-Two Interactive,0.1,0.01,0,0.01
9986,Dorabase 2: Nettou Ultra Stadium,4,2009,1,Namco Bandai Games,0,0,0.12,0
9987,Center Ring Boxing,24,1994,10,JVC,0,0,0.12,0
9988,NHL 2K3,14,2002,1,Sega,0.09,0.02,0,0
9989,Puzzler World 2,4,2010,5,Ubisoft,0.02,0.07,0,0.02
9990,Die Hard: Vendetta,19,2002,7,NDA Productions,0.09,0.02,0,0
9991,Sword Art Online: Hollow Fragment,11,2015,4,Namco Bandai Games,0,0.1,0,0.02
9992,F1 2002,7,2002,3,Electronic Arts,0.05,0.04,0.02,0.01
9993,Hasbro Family Game Night Fun Pack,1,2011,6,Electronic Arts,0.11,0,0,0.01
9994,FIFA Soccer,17,2005,1,Electronic Arts,0.11,0,0,0.01
9996,Sphinx and the Cursed Mummy,14,2003,9,THQ,0.09,0.02,0,0
9997,Army Men: Soldiers of Misfortune,4,2008,7,Zoo Games,0.11,0,0,0.01
9998,GT Advance 2: Rally Racing,9,2001,3,THQ,0.08,0.03,0,0
9999,Mystery P.I. - Portrait of a Thief,4,2008,11,Unknown,0.11,0,0,0.01
10000,Yakuza,6,2012,9,Sega,0,0,0.11,0
10001,DOA 2: Dead or Alive 2 Hardcore,7,2000,10,Tecmo Koei,0,0,0.11,0
10002,A Witch's Tale,4,2009,4,Nippon Ichi Software,0.08,0,0.03,0.01
10003,Hollywood Squares,1,2010,6,Ubisoft,0.11,0,0,0.01
10004,Cabela's Deer Hunt 2005 Season,14,2004,1,Activision,0.09,0.02,0,0
10005,SplashDown,14,2002,3,Atari,0.09,0.02,0,0
10006,Nobunaga no Yabou: Tenshoki,24,1995,12,Tecmo Koei,0,0,0.11,0
10007,Stronghold,15,2001,12,Gathering of Developers,0,0.09,0,0.02
10008,Warhammer: Battle March,5,2008,12,Deep Silver,0.09,0.02,0,0.01
10009,F1 Racing Championship,13,2000,3,Video System,0.06,0.04,0,0.01
10010,Dead Man's Hand,14,2004,7,Atari,0.09,0.02,0,0
10011,Smash Cars,7,2003,3,Metro 3D,0.06,0.04,0,0.01
10012,NASCAR 07,7,2006,3,Electronic Arts,0.06,0.04,0,0.01
10013,Karaoke Revolution Presents American Idol Encore 2,6,2008,6,Konami Digital Entertainment,0.11,0,0,0.01
10014,Nickelodeon Dance,5,2011,6,Take-Two Interactive,0.08,0.02,0,0.01
10015,Pac 'n Roll,4,2005,2,Namco Bandai Games,0.09,0,0.02,0.01
10016,Cabela's North American Adventures,6,2010,1,Activision,0.11,0,0,0.01
10017,Mechanic Master,4,2008,5,Midway Games,0.1,0,0,0.01
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,7,2005,1,Konami Digital Entertainment,0,0,0.11,0
10019,Melty Blood: Act Cadenza,7,2006,10,Sega,0,0,0.11,0
10020,Dokapon Kingdom,7,2007,4,Sting,0.05,0.04,0.02,0.01
10021,ToeJam & Earl III: Mission to Earth,14,2002,9,Sega,0.09,0.02,0,0
10022,Phantasy Star Collection,9,2002,4,Atari,0.08,0.03,0,0
10023,Doukoku Shoshite...,24,1998,11,Data East,0,0,0.11,0
10024,LEGO Knights' Kingdom,9,2004,9,THQ,0.08,0.03,0,0
10025,Final Fantasy III,17,2012,4,Square Enix,0,0,0.11,0
10026,Family Game Night 4: The Game Show,6,2011,6,Electronic Arts,0.08,0.02,0,0.01
10027,Retro Game Challenge,4,2007,9,Namco Bandai Games,0,0,0.11,0
10028,NBA Jam 2002,9,2002,1,Acclaim Entertainment,0.08,0.03,0,0
10029,Every Extend Extra,17,2006,7,Disney Interactive Studios,0.1,0.01,0,0.01
10030,Shining Force NEO,7,2005,4,Sega,0.06,0.04,0,0.01
10031,Tony Hawk's Pro Skater 5,18,2015,1,Activision,0.08,0.02,0,0.01
10032,Brain Quest: Grades 5 & 6,4,2008,6,Electronic Arts,0.11,0,0,0.01
10033,SingStar Latino,6,2009,6,Sony Computer Entertainment,0.11,0,0,0.01
10034,Girl Time,4,2009,8,THQ,0.11,0,0,0.01
10035,Army Men: Sarge's War,14,2004,7,Global Star,0.09,0.02,0,0
10036,Ultimate Mortal Kombat,4,2007,10,Midway Games,0.09,0.01,0,0.01
10037,Pocket Soccer League: Calciobit,10,2012,1,Nintendo,0,0,0.11,0
10038,Primal Rage,13,1994,10,Time Warner Interactive,0.06,0.04,0,0.01
10039,FIFA Street 2,19,2006,1,Electronic Arts,0.09,0.02,0,0
10041,Heart Catch PreCure! Oshare Collection,4,2010,9,Namco Bandai Games,0,0,0.11,0
10043,Taito Legends,7,2005,6,Empire Interactive,0.06,0.04,0,0.01
10044,Tom Clancy's Rainbow Six: Rogue Spear,9,2002,7,Ubisoft,0.08,0.03,0,0
10045,BoomBots,13,1999,10,SouthPeak Games,0.06,0.04,0,0.01
10046,Monster Madness: Battle for Suburbia,5,2007,7,SouthPeak Games,0.1,0,0,0.01
10048,FIFA Soccer 06,17,2005,1,Electronic Arts,0.1,0.01,0,0.01
10050,NFL Head Coach 09,5,2008,1,Electronic Arts,0.11,0,0,0.01
10051,World Championship Rugby,7,2004,1,Acclaim Entertainment,0.06,0.04,0,0.01
10052,Phantom Dust,14,2004,9,Microsoft Game Studios,0.08,0.02,0,0
10053,Shinseiki Evangelion: Koutetsu no Girlfriend,13,1998,11,Gainax Network Systems,0,0,0.11,0.01
10054,Shin Sangoku Musou: Multi Raid 2,17,2010,9,Tecmo Koei,0,0,0.11,0
10055,Taiko Drum Master: Tokumori!,20,2014,6,Namco Bandai Games,0,0,0.11,0
10056,Growlanser Generations,7,2003,4,Atlus,0.06,0.04,0,0.01
10057,Mega Man Battle Chip Challenge,9,2003,6,Capcom,0.08,0.03,0,0
10058,Desktop Tower Defense,4,2009,12,THQ,0.11,0,0,0.01
10059,Puyo Puyo Tetris,10,2014,5,Sega,0,0,0.11,0
10060,Pro Evolution Soccer 2014,15,2013,9,Konami Digital Entertainment,0,0.09,0,0.02
10061,"Sakura Wars: So Long, My Love",1,2010,4,Ackkstudios,0.06,0.04,0,0.01
10062,The Settlers,4,2007,9,Ubisoft,0.1,0,0,0.01
10063,Grease,4,2010,6,505 Games,0.1,0,0,0.01
10064,My SAT Coach with The Princeton Review,4,2008,6,Ubisoft,0.1,0,0,0.01
10065,Family Fun Football,1,2009,1,Tecmo Koei,0.1,0,0,0.01
10066,Ring of Red,7,2000,12,Konami Digital Entertainment,0.06,0.04,0,0.01
10067,Cold Winter,7,2005,7,Vivendi Games,0.06,0.04,0,0.01
10068,International Track & Field 2000,13,1999,1,Konami Digital Entertainment,0.06,0.04,0,0.01
10069,The Hardy Boys: Treasure on the Tracks,4,2009,11,Sega,0.11,0,0,0.01
10070,PDC World Championship Darts: Pro Tour,6,2010,1,O-Games,0,0.09,0,0.03
10071,Stubbs the Zombie in Rebel Without a Pulse,14,2005,9,THQ,0.08,0.02,0,0
10072,Batman: Dark Tomorrow,14,2003,9,Kemco,0.08,0.02,0,0
10073,Ping Pals,4,2004,6,THQ,0.1,0,0,0.01
10074,Fatal Frame: Maiden of Black Water,20,2014,9,Nintendo,0,0.03,0.08,0
10075,MySims SkyHeroes,6,2010,9,Electronic Arts,0.08,0.02,0,0.01
10076,Blood Drive,5,2010,3,Activision,0.09,0.01,0,0.01
10077,18 Wheeler: American Pro Trucker,19,2002,3,Acclaim Entertainment,0.09,0.02,0,0
10078,Jake Hunter Detective Story: Memories of the Past,4,2007,11,PQube,0.06,0,0.05,0
10079,Start the Party! Save the World,6,2011,6,Sony Computer Entertainment,0,0.09,0,0.03
10080,The King of Fighters XII,5,2009,10,Ignition Entertainment,0.09,0,0.01,0.01
10081,Digimon World DS,4,2006,4,Namco Bandai Games,0.1,0,0,0.01
10082,Naruto Ultimate Collection,7,2008,6,Namco Bandai Games,0.06,0.04,0,0.01
10083,The King of Fighters '99,13,2000,10,SNK,0,0,0.11,0.01
10084,Mass Destruction,13,1997,7,BMG Interactive Entertainment,0.06,0.04,0,0.01
10085,Bodycount,5,2011,7,Codemasters,0.07,0.03,0,0.01
10086,Batman: Rise of Sin Tzu,14,2003,9,Ubisoft,0.08,0.02,0,0
10087,Shinseiki Evangelion: Koutetsu no Girlfriend,24,1998,11,Sega,0,0,0.11,0
10088,Skylanders: SuperChargers,10,2015,9,Activision,0.05,0.06,0,0.01
10089,Super Swing Golf Season 2,1,2007,1,Rising Star Games,0.08,0,0.03,0.01
10090,Queen's Blade: Spiral Chaos,17,2009,4,Namco Bandai Games,0,0,0.11,0
10091,Jikkyou Powerful Pro Yakyuu '95,13,1994,1,Konami Digital Entertainment,0,0,0.11,0.01
10092,Spy vs Spy,14,2005,9,Global Star,0.08,0.02,0,0
10093,Coraline,7,2009,9,D3Publisher,0.06,0.04,0,0.01
10094,The Price is Right: Decades,5,2011,6,Ubisoft,0.11,0,0,0.01
10095,Sega Touring Car Championship,24,1996,3,Sega,0,0,0.11,0
10096,GoldenEye: Rogue Agent,4,2005,7,Electronic Arts,0.1,0,0,0.01
10097,JASF: Jane's Advanced Strike Fighters,6,2011,8,Deep Silver,0.07,0.03,0,0.02
10098,Cake Mania,4,2007,5,Majesco Entertainment,0.09,0.01,0,0.01
10099,Cold Fear,7,2005,9,Ubisoft,0.06,0.04,0,0.01
10100,Akiba's Trip: Undead & Undressed,11,2014,9,Acquire,0.08,0,0.01,0.02
10101,Zangeki no Reginleiv,1,2010,9,Nintendo,0,0,0.11,0
10102,Stronghold Kingdoms,15,2011,12,DTP Entertainment,0,0.1,0,0.02
10103,Fabulous Finds,4,2009,5,ValuSoft,0.1,0,0,0.01
10104,Vacation Sports,1,2009,1,Ubisoft,0.1,0.01,0,0.01
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,7,2006,6,Daito,0,0,0.11,0
10106,PDC World Championship Darts: Pro Tour,1,2010,1,O-Games,0,0.1,0,0.01
10107,Pimp My Ride,1,2008,3,Activision,0.1,0,0,0.01
10108,Surf's Up,17,2007,1,Ubisoft,0.02,0.06,0,0.03
10109,Invizimals: The Lost Tribes,17,2011,9,Sony Computer Entertainment,0,0.08,0,0.04
10110,Let's Play Garden,4,2010,8,Deep Silver,0.11,0,0,0.01
10111,NHL Hitz 20-03,14,2002,1,Midway Games,0.08,0.02,0,0
10112,Murakumo: Renegade Mech Pursuit,14,2002,7,From Software,0.04,0.01,0.06,0
10113,Heavy Fire: Afghanistan,1,2011,7,Mastiff,0.11,0,0,0.01
10114,Samurai Warriors 4-II,11,2015,9,Tecmo Koei,0.03,0.02,0.06,0.01
10115,Open Season,5,2006,2,Ubisoft,0.1,0,0,0.01
10116,WireWay,4,2009,11,Konami Digital Entertainment,0.1,0,0,0.01
10117,Gun Metal,14,2002,7,Rage Software,0.08,0.02,0,0
10118,Just In Time Translations,4,2009,6,THQ,0.1,0,0,0.01
10119,John Daly's ProStroke Golf,6,2010,1,O-Games,0.09,0.02,0,0.01
10120,Pro Yaky? Spirits 5,6,2008,1,Konami Digital Entertainment,0,0,0.11,0
10121,Samurai Warriors 4-II,6,2015,9,Tecmo Koei,0,0,0.11,0
10122,BloodRayne,19,2002,7,Universal Interactive,0.09,0.02,0,0
10123,The Hardy Boys: The Hidden Theft,1,2009,11,The Adventure Company,0.07,0.03,0,0.01
10124,Metal Slug 4 & 5,7,2005,7,SNK Playmore,0.05,0.04,0,0.01
10125,Pac-Man and the Ghostly Adventures 2,5,2014,11,Namco Bandai Games,0.05,0.05,0,0.01
10126,ECW Anarchy Rulz,13,1999,10,Acclaim Entertainment,0.06,0.04,0,0.01
10127,InuYasha: A Feudal Fairy Tale,13,2002,10,Namco Bandai Games,0,0,0.1,0.01
10128,Gem Quest: 4 Elements,4,2011,5,Mastertronic,0.05,0.05,0,0.01
10129,Funky Barn,10,2012,8,Ubisoft,0.07,0.03,0,0.01
10130,J-League Winning Eleven 9: Asia Championship,7,2005,1,Konami Digital Entertainment,0,0,0.11,0
10131,Sabrina The Teenage Witch: Potion Commotion,9,2002,9,Ubisoft,0.08,0.03,0,0
10132,Pac-Man Pinball Advance,9,2005,6,Zoo Digital Publishing,0.08,0.03,0,0
10133,Pocket Pets,4,2007,8,O3 Entertainment,0.1,0,0,0.01
10134,Yu Yu Hakusho: Tournament Tactics,9,2004,12,Atari,0.08,0.03,0,0
10135,Home Run King,19,2002,1,Sega,0.09,0.02,0,0
10136,Power Rangers: Super Legends,4,2007,9,Disney Interactive Studios,0.08,0.03,0,0.01
10137,To Heart 2: Dungeon Travelers,17,2011,11,Aqua Plus,0,0,0.11,0
10138,Where the Wild Things Are,5,2009,2,Warner Bros. Interactive Entertainment,0.1,0,0,0.01
10139,Lost in Blue,4,2005,11,Konami Digital Entertainment,0.07,0.02,0.02,0.01
10140,Criminal Girls: Invite Only,23,2013,4,Nippon Ichi Software,0.04,0.02,0.04,0.02
10141,WWE All Stars,7,2011,10,THQ,0.05,0.04,0,0.01
10142,MLB Power Pros,7,2007,1,Konami Digital Entertainment,0,0,0.11,0
10143,Truth or Lies,5,2010,6,THQ,0.07,0.03,0,0.01
10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,24,1995,6,Sega,0,0,0.11,0
10145,Kousoku Card Battle: Card Hero,4,2007,12,Nintendo,0,0,0.11,0
10146,AirForce Delta Strike,7,2004,8,Konami Digital Entertainment,0.05,0.04,0,0.01
10147,Dora's Big Birthday Adventure,1,2010,6,Take-Two Interactive,0.1,0.01,0,0.01
10148,Tokimeki Memorial: Girl's Side 2nd Season,4,2008,11,Konami Digital Entertainment,0,0,0.11,0
10149,Disney's Peter Pan: Return to Never Land,9,2002,2,Ubisoft,0.08,0.03,0,0
10150,The Fairly Odd Parents: Breakin Da Rules,14,2003,2,THQ,0.08,0.02,0,0
10151,Monkey Island: Special Edition Collection,6,2011,11,Activision,0,0.08,0,0.03
10152,Capcom vs. SNK 2 EO,19,2002,10,Capcom,0.09,0.02,0,0
10153,Hot Wheels Velocity X,19,2002,3,THQ,0.09,0.02,0,0
10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,10,2015,9,Namco Bandai Games,0,0,0.11,0
10155,Spyborgs,1,2009,9,Capcom,0.1,0.01,0,0.01
10156,American Girl: Julie Finds a Way,4,2007,11,THQ,0.1,0,0,0.01
10157,Contra Advance: The Alien Wars EX,9,2002,7,Konami Digital Entertainment,0.08,0.03,0,0
10159,The History Channel: Battle for the Pacific,1,2007,7,Activision,0.1,0,0,0.01
10160,18 Wheels of Steel: Extreme Trucker 2,15,2011,3,Rondomedia,0.08,0.02,0,0.01
10161,Happy Feet Two,10,2011,9,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01
10162,Army Men: RTS,7,2002,12,29,0.05,0.04,0,0.01
10163,Mobile Suit Gundam: MS Sensen 0079,1,2007,8,Namco Bandai Games,0,0,0.11,0
10164,Pinball Hall of Fame: The Williams Collection,17,2008,6,System 3 Arcade Software,0.09,0.01,0,0.01
10165,Space Chimps,5,2008,2,Brash Entertainment,0.1,0,0,0.01
10166,The Spiderwick Chronicles,5,2008,9,Vivendi Games,0.09,0.01,0,0.01
10167,Project CARS,15,2015,3,Slightly Mad Studios,0,0.1,0,0.01
10168,Green Lantern: Rise of the Manhunters,4,2011,9,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01
10169,Eragon,17,2006,9,Vivendi Games,0.1,0,0,0.01
10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,6,2011,11,THQ,0,0,0.11,0
10171,Guitar Rock Tour,4,2007,6,Gameloft,0.1,0,0,0.01
10172,Mortal Kombat: Deception,19,2005,10,Midway Games,0.09,0.02,0,0
10173,ESPN NHL Hockey,14,2003,1,Sega,0.08,0.02,0,0
10174,Monster Lab,7,2008,4,Eidos Interactive,0.05,0.04,0,0.01
10175,XXX,9,2002,9,Activision,0.08,0.03,0,0
10176,Machinarium,15,2009,11,Daedalic,0,0.09,0,0.02
10177,The Smurfs 2,6,2013,2,Ubisoft,0.02,0.07,0,0.02
10178,Maximum Force,13,1997,7,GT Interactive,0.06,0.04,0,0.01
10179,NCIS 3D,10,2011,11,Ubisoft,0.06,0.04,0,0.01
10180,Worms Forts: Under Siege,7,2004,12,Acclaim Entertainment,0.05,0.04,0,0.01
10181,Alvin and the Chipmunks: Chipwrecked,4,2011,6,505 Games,0.07,0.03,0,0.01
10182,Totally Spies! Totally Party,1,2008,6,Ubisoft,0.09,0.01,0,0.01
10183,Smash Court Tennis 3,5,2007,1,Atari,0.08,0.02,0,0.01
10184,ATV Quad Kings,4,2010,3,Storm City Games,0.1,0,0,0.01
10185,Naruto Shippuden: Naruto vs. Sasuke,4,2008,9,Takara Tomy,0.08,0,0.03,0.01
10186,DualPenSports,10,2011,1,Namco Bandai Games,0.05,0.05,0,0.01
10187,Project: Snowblind,14,2005,9,Eidos Interactive,0.08,0.02,0,0
10188,Astro Boy: The Video Game,7,2009,9,D3Publisher,0.05,0.04,0,0.01
10189,HOP,4,2011,2,505 Games,0.09,0.01,0,0.01
10190,Brave Story: New Traveler (US sales),17,2006,4,Sony Computer Entertainment,0.11,0,0,0
10191,Disney's Extreme Skate Adventure,14,2003,1,Activision,0.08,0.02,0,0
10192,Tales of Phantasia (PS1 & PSP Versions),17,2006,4,Namco Bandai Games,0,0,0.11,0
10193,Kouchuu Ouja Mushi King: Super Collection,4,2007,9,Sega,0,0,0.11,0
10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,19,2003,9,THQ,0.09,0.02,0,0
10195,Pac-Man World 2,9,2005,9,Zoo Digital Publishing,0.08,0.03,0,0
10196,Yoostar2,6,2011,6,Unknown,0.04,0.05,0,0.02
10197,Avatar: The Last Airbender,17,2006,11,THQ,0.1,0,0,0.01
10198,Odama,19,2006,6,Nintendo,0.07,0.02,0.02,0
10199,Karaoke Revolution Presents American Idol Encore,5,2008,6,Konami Digital Entertainment,0.1,0,0,0.01
10200,FlatOut: Ultimate Carnage,5,2007,3,Empire Interactive,0.07,0.03,0,0.01
10201,Mobile Light Force 2,7,2002,7,Taito,0.05,0.04,0,0.01
10202,Naval Ops: Warship Gunner,7,2003,8,Tecmo Koei,0.05,0.04,0,0.01
10203,Soma Bringer,4,2008,4,Nintendo,0,0,0.11,0
10204,"Sesame Street: Ready, Set, Grover!",1,2011,6,Warner Bros. Interactive Entertainment,0.1,0,0,0.01
10205,Shin Sangoku Musou 6 Special,17,2011,9,Tecmo Koei,0,0,0.11,0
10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,5,2011,9,THQ,0.07,0.03,0,0.01
10207,Go! Sudoku (JP sales),17,2005,5,Sony Computer Entertainment,0,0,0.11,0
10208,EA Replay,17,2006,9,Electronic Arts,0.09,0,0,0.01
10209,Paws & Claws Pet Vet: Australian Adventures,4,2009,8,THQ,0.1,0,0,0.01
10210,Bionicle Heroes,19,2006,7,Eidos Interactive,0.08,0.02,0,0
10211,Trauma Center: Under the Knife 2,4,2008,8,Atlus,0.1,0,0,0.01
10212,Puss in Boots,4,2011,9,THQ,0.09,0.01,0,0.01
10213,Split/Second,17,2010,3,Disney Interactive Studios,0.07,0.02,0,0.02
10214,The Croods: Prehistoric Party!,1,2013,6,D3Publisher,0.03,0.07,0,0.01
10215,The King of Fighters 2000/2001,7,2003,10,Ignition Entertainment,0.05,0.04,0,0.01
10216,Lunacy,24,1996,11,Sega,0,0,0.11,0
10217,Batman & Robin,13,1998,9,Acclaim Entertainment,0.06,0.04,0,0.01
10218,Snowboard Kids 2,12,1999,1,Atlus,0.09,0.02,0,0
10219,Tonic Trouble,12,1999,2,Ubisoft,0.09,0.02,0,0
10220,Nuclear Strike 64,12,1999,8,THQ,0.09,0.02,0,0
10221,Chameleon Twist,12,1997,2,Sunsoft,0.09,0.02,0,0
10222,Top Gear Rally 2,12,1999,3,Kemco,0.09,0.02,0,0
10223,Chopper Attack,12,1997,9,GT Interactive,0.09,0.02,0,0
10224,Vigilante 8: 2nd Offense,12,2000,3,Activision,0.09,0.02,0,0
10225,Fighting Force 64,12,1999,9,Crave Entertainment,0.09,0.02,0,0
10226,Thief (2014),15,2014,9,Square Enix,0,0.09,0,0.02
10227,Rock Band: Metal Track Pack,1,2009,6,MTV Games,0.1,0,0,0.01
10228,Pac-Man and the Ghostly Adventures 2,6,2014,11,Namco Bandai Games,0.05,0.04,0,0.02
10229,BlazBlue: Calamity Trigger Portable,17,2010,10,PQube,0.07,0.01,0.03,0.01
10230,Night at the Museum: Battle of the Smithsonian,5,2009,9,Majesco Entertainment,0.07,0.03,0,0.01
10231,Street Fighter Collection,24,1996,10,Capcom,0,0,0.11,0
10232,Ninja Assault,7,2002,7,Namco Bandai Games,0.05,0.04,0,0.01
10234,Samurai Warriors 4,23,2014,9,Tecmo Koei,0,0,0.11,0
10235,GunGriffon Blaze,7,2000,8,Swing! Entertainment,0.05,0.04,0,0.01
10236,Higurashi no Naku Koro ni Matsuri,7,2007,11,Alchemist,0,0,0.11,0
10237,Frontier Gate,17,2011,4,Konami Digital Entertainment,0,0,0.11,0
10238,Transformers: Devastation,6,2015,9,Activision,0.03,0.07,0,0.02
10239,Top Angler: Real Bass Fishing,7,2002,1,Xicat Interactive,0.05,0.04,0,0.01
10240,Gabrielle's Ghostly Groove 3D,10,2011,11,Funbox Media,0.08,0.02,0,0.01
10241,Michael Phelps: Push the Limit,5,2011,1,505 Games,0.09,0.01,0,0.01
10242,Breakout,13,1999,5,Hasbro Interactive,0.06,0.04,0,0.01
10243,Frogger: Helmet Chaos,17,2005,2,Konami Digital Entertainment,0.1,0,0,0.01
10244,AKB48+Me,10,2012,9,Unknown,0,0,0.11,0
10245,Touch Detective 2 1/2,4,2007,11,505 Games,0.09,0,0.01,0.01
10246,Alias,7,2004,9,Acclaim Entertainment,0.05,0.04,0,0.01
10247,Planet 51,5,2009,9,Sega,0.07,0.03,0,0.01
10248,Call of Juarez: The Cartel,15,2011,7,Ubisoft,0.05,0.05,0,0.01
10249,Sakura Taisen Hanagumi Tsuushin,24,1997,6,Sega,0,0,0.11,0
10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,9,2004,11,Nintendo,0,0,0.11,0
10251,Tornado Outbreak,1,2009,9,Konami Digital Entertainment,0.1,0,0,0.01
10252,Pimp My Ride,5,2006,3,Activision,0.1,0.01,0,0.01
10253,Michael Jackson: The Experience,23,2011,6,Ubisoft,0.05,0.04,0,0.02
10254,Astro Boy: The Video Game,1,2009,9,D3Publisher,0.1,0,0,0.01
10255,Outlaw Golf: Nine Holes of Christmas,14,2002,1,Simon & Schuster Interactive,0.08,0.02,0,0
10256,NHL Rivals 2004,14,2003,1,Microsoft Game Studios,0.08,0.02,0,0
10257,X-Men: Next Dimension,14,2002,10,Activision,0.08,0.02,0,0
10258,Tyco RC: Assault with a Battery,13,1999,3,Syscom,0.06,0.04,0,0.01
10259,Felony 11-79,13,1997,3,ASCII Entertainment,0.06,0.04,0,0.01
10260,Terraria,23,2013,9,Screenlife,0,0.01,0.09,0
10261,Classic Road,8,1993,1,Victor Interactive,0,0,0.11,0
10262,Bust-A-Move DS,4,2005,5,505 Games,0.08,0.02,0,0.01
10263,Nicktoons: Unite!,4,2006,11,THQ,0.1,0,0,0.01
10264,SimAnimals Africa,4,2009,8,Electronic Arts,0.08,0.02,0,0.01
10265,Death Jr.: Root of Evil,1,2008,2,Eidos Interactive,0.1,0,0,0.01
10267,Panzer Dragoon Saga,24,1997,4,Sega,0,0,0.11,0
10268,Sonic Generations,15,2011,2,Sega,0.02,0.07,0,0.02
10269,Mushroom Men: Rise of the Fungi,4,2008,9,SouthPeak Games,0.1,0,0,0.01
10270,Shining Ark,17,2013,4,Sega,0,0,0.11,0
10271,The Scorpion King: Rise of the Akkadian,19,2002,9,Universal Interactive,0.08,0.02,0,0
10272,Backyard Baseball '10,1,2009,1,Atari,0.1,0,0,0.01
10273,Transformers: Beast Wars Transmetals,13,2000,10,BAM! Entertainment,0.06,0.04,0,0.01
10275,Animal Planet: Vet Life,4,2009,8,Activision,0.1,0,0,0.01
10276,My Little Sister Can't Be This Cute Portable,17,2012,9,Namco Bandai Games,0,0,0.11,0
10277,Silly Bandz: Play The Craze,4,2010,5,Deep Silver,0.1,0,0,0.01
10278,Charlie and the Chocolate Factory,14,2005,11,Global Star,0.08,0.02,0,0
10279,Constantine,7,2005,9,SCi,0.05,0.04,0,0.01
10280,Where the Wild Things Are,6,2009,2,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01
10281,Dynasty Tactics 2,7,2003,12,Tecmo Koei,0.05,0.04,0,0.01
10282,Real World Golf,7,2005,1,Valcon Games,0.05,0.04,0,0.01
10283,Winter Heat,24,1996,1,Sega,0,0,0.11,0
10284,Ty the Tasmanian Tiger 2: Bush Rescue,14,2004,2,Electronic Arts,0.08,0.02,0,0
10286,JU-ON: The Grudge,1,2009,9,Rising Star Games,0.08,0.01,0.01,0.01
10287,Defender,19,2002,6,Midway Games,0.08,0.02,0,0
10288,Deca Sports DS,4,2009,1,Hudson Soft,0.08,0.02,0,0.01
10289,The Polar Express,19,2004,11,THQ,0.08,0.02,0,0
10290,BMX XXX,14,2002,1,Acclaim Entertainment,0.08,0.02,0,0
